Invoice #,Medicine,Manufacturer,salePerUnit,Total Items,Category,buyPerPack,salePerPack,unitsPerPack
23353,Esva 10mg Tab,UMER 34(BIONIX),15,0,Medicine,127.5,150,0
23354,Etozox 60mg Tab,UMER 34(BIONIX),9.6,0,Medicine,244.8,288,0
23355,Faxir 550mg Tab,UMER 34(BIONIX),75,0,Medicine,637.5,750,0
23356,Fermonate Tab,UMER 34(BIONIX),19.45,0,Medicine,330.65,389,0
23357,Fluxcid Syp,UMER 34(BIONIX),225,0,Medicine,191.25,225,0
23358,Kpram 10mg Tab,UMER 34(BIONIX),28.21,0,Medicine,297.5,395,0
23359,Laxive Syp,UMER 34(BIONIX),166,0,Medicine,141.1,166,0
23360,Letramed 2.5mg Tab,UMER 34(BIONIX),200,0,Medicine,5100,6000,0
23361,Lipolite Cap,UMER 34(BIONIX),1500,0,Medicine,1275,1500,0
23362,Myozik Tab,UMER 34(BIONIX),49.75,0,Medicine,845.75,995,0
23363,Silnergy Syp,UMER 34(BIONIX),225,0,Medicine,191.25,225,0
23364,Trigogen Plus Tab,UMER 34(BIONIX),76.9,0,Medicine,653.65,769,0
23365,Vilda Plus 50/500mg Tab,UMER 34(BIONIX),32,0,Medicine,761.6,896,0
23366,Vilda Plus 50/850mg Tab,UMER 34(BIONIX),30,0,Medicine,714,840,0
23367,Vitanor D Inj,UMER 34(BIONIX),135.36,0,Medicine,115.05,135.36,0
23368,Winsartan Plus Tab,UMER 34(BIONIX),27.25,0,Medicine,324.24,381.45,0
23369,Xectical Syp,UMER 34(BIONIX),240,0,Medicine,204,240,0
23370,Xectical Tab,UMER 34(BIONIX),16,0,Medicine,272,320,0
23371,Xectivit Tab,UMER 34(BIONIX),22.45,0,Medicine,381.65,449,0
23372,Xeten Tab,UMER 34(BIONIX),45,0,Medicine,765,900,0
23373,Aqiq Bar,UMER 36(GARENT),198,0,Medicine,178.2,198,0
23374,Cunmol T Tab,UMER 36(GARENT),9.8,0,Medicine,166.6,196,0
23375,Enliten Face Wash,UMER 36(GARENT),985,0,Medicine,886.65,985,0
23376,Enliten G Cream,UMER 36(GARENT),1250,0,Medicine,1125,1250,0
23377,Esoson 20mg Cap,UMER 36(GARENT),11.29,0,Medicine,134.3,158,0
23378,Esoson 40mg Cap,UMER 36(GARENT),36.43,0,Medicine,433.5,510,0
23379,Farent C Tab,UMER 36(GARENT),18,0,Medicine,0,540,0
23380,Garent C Syp,UMER 36(GARENT),180,0,Medicine,153,180,0
23381,Garent C Tab,UMER 36(GARENT),13.67,0,Medicine,348.5,410,0
23382,Kepek Shampoo 100ml,UMER 36(GARENT),740,0,Medicine,666,740,0
23383,Lidozil 600mg Tab,UMER 36(GARENT),104.17,0,Medicine,1062.5,1250,0
23384,Qufo Od Tab,UMER 36(GARENT),15.67,0,Medicine,399.5,470,0
23385,T Lac Tab,UMER 36(GARENT),20.7,0,Medicine,187,207,0
23386,Zyon 250mg Cap,UMER 36(GARENT),30.8,0,Medicine,0,308,0
23387,Zyson 200mg Syp,UMER 36(GARENT),199,0,Medicine,169.15,199,0
23388,Zyson 250mg Cap,UMER 36(GARENT),34.3,0,Medicine,291.55,343,0
23389,Avepram 10mg Tab,UMER 37(AVANT),21.43,0,Medicine,255,300,0
23390,Aytimax 50mg Tab,UMER 37(AVANT),20,0,Medicine,510,600,0
23391,Calavant D Tab,UMER 37(AVANT),15.83,0,Medicine,403.75,475,0
23392,Citofast 10mg Tab,UMER 37(AVANT),18.57,0,Medicine,221,260,0
23393,Cogin Tab,UMER 37(AVANT),22.5,0,Medicine,382.5,450,0
23394,Glowin Tab,UMER 37(AVANT),28.33,0,Medicine,722.5,850,0
23395,Lacova 100mg Tab,UMER 37(AVANT),33.57,0,Medicine,399.5,470,0
23396,Lacova 50mg Tab,UMER 37(AVANT),23.57,0,Medicine,280.5,330,0
23397,Megavant Syp,UMER 37(AVANT),425,0,Medicine,361.25,425,0
23398,Neulin 500mg Tab,UMER 37(AVANT),70,0,Medicine,595,700,0
23399,Neulin Syp,UMER 37(AVANT),750,0,Medicine,637.5,750,0
23400,Oxivant Tab,UMER 37(AVANT),50,0,Medicine,1275,1500,0
23401,Seclo Syp,UMER 37(AVANT),199,0,Medicine,169.15,199,0
23402,Trizadine 2mg Tab,UMER 37(AVANT),8.3,0,Medicine,70.55,83,0
23403,Unimox 400mg Tab,UMER 37(AVANT),95,0,Medicine,403.75,475,0
23404,Coflex 120ml,UMER 38(NEXT),190,0,Medicine,163.76,190,0
23405,Coflex Kids 120ml,UMER 38(NEXT),190,0,Medicine,161.5,190,0
23406,Cofnext 120ml Syp,UMER 38(NEXT),190,0,Medicine,161.5,190,0
23407,Domflash 10mg Tab,UMER 38(NEXT),6.6,0,Medicine,280.5,330,0
23408,Domflash Oro Tab,UMER 38(NEXT),6.08,0,Medicine,258.4,304,0
23409,Esonext 20mg Caps,UMER 38(NEXT),11.26,0,Medicine,134.03,157.68,0
23410,Esonext 40mg Caps,UMER 38(NEXT),16.84,0,Medicine,200.39,235.76,0
23411,Glimin Fort Tab,UMER 38(NEXT),8.6,0,Medicine,146.2,172,0
23412,Glimin Tab,UMER 38(NEXT),5.75,0,Medicine,97.75,115,0
23413,Glinext Mr 30mg Tab,UMER 38(NEXT),12.57,0,Medicine,320.45,377,0
23414,Glinext Mr 60mg Tab,UMER 38(NEXT),20.87,0,Medicine,532.1,626,0
23415,Gluco 4 Tab All,UMER 38(NEXT),90,0,Medicine,78.36,90,0
23416,Reslorton 50mg Cap,UMER 38(NEXT),14.79,0,Medicine,171.7,207,0
23417,Reslorton 75mg Cap,UMER 38(NEXT),16,0,Medicine,190.4,224,0
23418,Rosunext 10mg Tab,UMER 38(NEXT),23.81,0,Medicine,202.34,238.05,0
23419,Rosunext 20mg Tab,UMER 38(NEXT),28,0,Medicine,238,280,0
23420,Rosunext 5mg Tab,UMER 38(NEXT),14.26,0,Medicine,121.21,142.6,0
23421,Sitanext 50/1000mg Tab,UMER 38(NEXT),28.8,0,Medicine,342.72,403.2,0
23422,Sitanext 50/500mg Tab,UMER 38(NEXT),28.05,0,Medicine,333.8,392.7,0
23423,Telday 40mg Tab,UMER 38(NEXT),19,0,Medicine,178.5,266,0
23424,Telday 80mg Tab,UMER 38(NEXT),20,0,Medicine,238,280,0
23425,Telday Plus 40/10mg Tab,UMER 38(NEXT),19.86,0,Medicine,236.3,278,0
23426,Telday Plus 40/5mg Tab,UMER 38(NEXT),19.29,0,Medicine,191.25,270,0
23427,Telday Plus 80/5mg Tab,UMER 38(NEXT),23.93,0,Medicine,284.75,335,0
23428,Toneup Caps,UMER 38(NEXT),5.75,0,Medicine,97.75,115,0
23429,Trikat Mr Tab,UMER 38(NEXT),17.65,0,Medicine,314.5,353,0
23430,Koflet Ivy Syp,UMER 39(AMICA),225,0,Medicine,191.25,225,0
23431,Muvon 20mg Tab,UMER 39(AMICA),12.3,0,Medicine,230.26,246,0
23432,Nubliz Solution,UMER 39(AMICA),75,0,Medicine,318.75,375,0
23433,Pulmiterol 10mg Tab (umar),UMER 39(AMICA),17.03,0,Medicine,434.21,510.83,0
23434,Xtend 100mg Cap,UMER 39(AMICA),45,0,Medicine,765,900,0
23435,Afert 125mg Tab,UMER 40(DANEEN),23,0,Medicine,195.5,230,0
23436,D 400 Oral Drop,UMER 40(DANEEN),305,0,Medicine,264.62,305,0
23437,D4u Oral Drops,UMER 40(DANEEN),500,0,Medicine,425,500,0
23438,Danforge A 10/160mg Tab,UMER 40(DANEEN),22.86,0,Medicine,272,320,0
23439,Danforge A 5/160mg Tab,UMER 40(DANEEN),22.88,0,Medicine,272.26,320.31,0
23440,Danforge A 5/80mg Tab,UMER 40(DANEEN),17.91,0,Medicine,213.1,250.71,0
23441,Danforge H 80/12.5mg Tab,UMER 40(DANEEN),14.29,0,Medicine,170,200,0
23442,Danlol 10mg Tab,UMER 40(DANEEN),20.9,0,Medicine,248.71,292.6,0
23443,Danlol 2.5mg Tab,UMER 40(DANEEN),7.54,0,Medicine,89.76,105.6,0
23444,Danlol 5mg Tab,UMER 40(DANEEN),12.57,0,Medicine,149.6,176,0
23445,Ilr G  5mg Tab,UMER 40(DANEEN),9.76,0,Medicine,82.95,97.59,0
23446,Ivermec 3mg Tab,UMER 40(DANEEN),22.74,0,Medicine,386.56,454.78,0
23447,Olinc 600mg Inj,UMER 40(DANEEN),35.8,0,Medicine,152.15,179,0
23448,Pediet 120ml Syp,UMER 40(DANEEN),170,0,Medicine,144.5,170,0
23449,Pilgat M 50/1000mg Tab,UMER 40(DANEEN),27.86,0,Medicine,331.5,390,0
23450,Pilget M 50/500mg Tab,UMER 40(DANEEN),24.29,0,Medicine,289,340,0
23451,Ronim 500mg Inj,UMER 40(DANEEN),1553.79,0,Medicine,1320.72,1553.79,0
23452,Ulcent 40mg Tab,UMER 40(DANEEN),32.59,0,Medicine,387.78,456.21,0
23453,Ulvent 40mg Tab,UMER 40(DANEEN),32.59,0,Medicine,387.78,456.21,0
23454,Vorcaz 200mg Tab,UMER 40(DANEEN),176.63,0,Medicine,1501.21,1766.33,0
23455,Zuvaroz 10mg Tab,UMER 40(DANEEN),22.04,0,Medicine,187.03,220.4,0
23456,Zuvaroz 20mg Tab,UMER 40(DANEEN),32,0,Medicine,272,320,0
23457,Zuvaroz 5mg Tab,UMER 40(DANEEN),11,0,Medicine,93.5,110,0
23458,Amplus 250mg Inj,UMER 41(BOSCH),38,0,Medicine,32.3,38,0
23459,Amplus 500mg Inj,UMER 41(BOSCH),77.51,0,Medicine,65.88,77.51,0
23460,Atlin  100mg Tab,UMER 41(BOSCH),6,0,Medicine,102,120,0
23461,Atlin  50mg  Tab,UMER 41(BOSCH),3.5,0,Medicine,59.5,70,0
23462,Atlin 25mg Tab,UMER 41(BOSCH),2.9,0,Medicine,49.3,58,0
23463,Boschempa 10mg Tab,UMER 41(BOSCH),21.43,0,Medicine,255,300,0
23464,Boschempa 25mg Tab,UMER 41(BOSCH),32.14,0,Medicine,382.5,450,0
23465,Caloc  5mg Tab,UMER 41(BOSCH),3.25,0,Medicine,55.25,65,0
23466,Caloc 10mg Tab,UMER 41(BOSCH),7.5,0,Medicine,127.5,150,0
23467,Caloc V 10/160mg Tab,UMER 41(BOSCH),30,0,Medicine,357,420,0
23468,Caloc V 5/160mg Tab,UMER 41(BOSCH),29.29,0,Medicine,348.5,410,0
23469,Caloc V 5/80mg Tab,UMER 41(BOSCH),21.07,0,Medicine,250.75,295,0
23470,Cefalor 500mg Cap,UMER 41(BOSCH),37.25,0,Medicine,379.95,447,0
23471,Cefalor Drop,UMER 41(BOSCH),118.29,0,Medicine,100.55,118.29,0
23472,Cefotax 0.25gm Inj,UMER 41(BOSCH),69,0,Medicine,62.05,69,0
23473,Cefotax 0.5g Inj,UMER 41(BOSCH),109,0,Medicine,107.25,109,0
23474,Cefotax 1gm Inj,UMER 41(BOSCH),190,0,Medicine,162.35,190,0
23475,Corace  20mg Tab,UMER 41(BOSCH),11.8,0,Medicine,200.6,236,0
23476,Corace  5mg Tab,UMER 41(BOSCH),5.5,0,Medicine,93.5,110,0
23477,Corace 10mg Tab,UMER 41(BOSCH),10,0,Medicine,170,200,0
23478,Corace Plus 10/12.5mg Tab,UMER 41(BOSCH),11.07,0,Medicine,131.75,155,0
23479,Corace Plus 20/12.5mg Tab,UMER 41(BOSCH),15,0,Medicine,357,420,0
23480,Duride Tab,UMER 41(BOSCH),3.5,0,Medicine,59.5,70,0
23481,Fortazim 0.25gm Inj,UMER 41(BOSCH),115,0,Medicine,97.75,115,0
23482,Fortazim 0.5gm Inj,UMER 41(BOSCH),193.78,0,Medicine,164.37,193.78,0
23483,Fortazim 1gm Inj,UMER 41(BOSCH),315,0,Medicine,267.75,315,0
23484,Izilon Inj 400mg,UMER 41(BOSCH),350,0,Medicine,297.5,350,0
23485,Izilon Tab 400mg,UMER 41(BOSCH),76,0,Medicine,323,380,0
23486,Ogrel 75mg Tab,UMER 41(BOSCH),20.5,0,Medicine,175,205,0
23487,Ogrel Plus  Tab,UMER 41(BOSCH),19.78,0,Medicine,168.11,197.78,0
23488,Olinc 300mg Inj,UMER 41(BOSCH),16.58,0,Medicine,68,82.89,0
23489,Omezol 20mg Cap,UMER 41(BOSCH),22,0,Medicine,273.7,308,0
23490,Omezol 40mg Cap,UMER 41(BOSCH),26.94,0,Medicine,342.98,377.19,0
23491,Omezol 40mg Inj,UMER 41(BOSCH),340,0,Medicine,288.5,340,0
23492,Orthofenac 50mg Tab,UMER 41(BOSCH),6.17,0,Medicine,105.5,123.3,0
23493,Orthofenac 75mg Inj,UMER 41(BOSCH),13,0,Medicine,55.25,65,0
23494,Orthofenac Sr Tab,UMER 41(BOSCH),9.9,0,Medicine,252.45,297,0
23495,Orva 10mg Tab,UMER 41(BOSCH),17.2,0,Medicine,146.2,172,0
23496,Orva 20mg Tab,UMER 41(BOSCH),25,0,Medicine,212.5,250,0
23497,Orva 40mg Tab,UMER 41(BOSCH),25,0,Medicine,595,700,0
23498,Peptiloc 20mg Tab,UMER 41(BOSCH),4.55,0,Medicine,3,90.99,0
23499,Peptiloc 40mg Tab,UMER 41(BOSCH),9.1,0,Medicine,76.5,91,0
23500,Rabosh 10mg Tab,UMER 41(BOSCH),12,0,Medicine,119,168,0
23501,Rabosh 20mg Tab,UMER 41(BOSCH),20.71,0,Medicine,246.5,290,0
23502,Redrona 35mg Tab,UMER 41(BOSCH),125,0,Medicine,425,500,0
23503,Redrona 5mg Tab,UMER 41(BOSCH),19,0,Medicine,226.1,266,0
23504,Rova  5mg Tab,UMER 41(BOSCH),14,0,Medicine,119,140,0
23505,Rova 10mg Tab,UMER 41(BOSCH),28,0,Medicine,238,280,0
23506,Rova 20mg Tab,UMER 41(BOSCH),42.1,0,Medicine,357.85,421,0
23507,Symbal 30mg Cap,UMER 41(BOSCH),19.9,0,Medicine,169.15,199,0
23508,Zelinz 250mg Tab,UMER 41(BOSCH),25,0,Medicine,127.5,150,0
23509,Zelinz 500mg Tab,UMER 41(BOSCH),52.1,0,Medicine,265.69,312.58,0
23510,Anapro Hair Spray,UMER 42(DERRESTHETIC),1290,0,Medicine,992.3,1290,0
23511,Anapro Shampoo,UMER 42(DERRESTHETIC),950,0,Medicine,730.76,950,0
23512,Cerum Aa Serum,UMER 42(DERRESTHETIC),1990,0,Medicine,1530.77,1990,0
23513,Hydrizer Serum,UMER 42(DERRESTHETIC),1950,0,Medicine,1500,1950,0
23514,Optifair K Cream,UMER 42(DERRESTHETIC),1150,0,Medicine,885.5,1150,0
23515,Retiac Serum,UMER 42(DERRESTHETIC),1900,0,Medicine,1461.54,1900,0
23516,Clatz 250mg Tab,UMER 43(GLITZ),23,0,Medicine,195.5,230,0
23517,Clatz 500mg Tab,UMER 43(GLITZ),31,0,Medicine,263.5,310,0
23518,Eger 20mg Cap,UMER 43(GLITZ),11,0,Medicine,130.9,154,0
23519,Eger 40mg Cap,UMER 43(GLITZ),16,0,Medicine,190.4,224,0
23520,Esglit 10mg Tab,UMER 43(GLITZ),14,0,Medicine,166.6,196,0
23521,Eszopic 1mg Tab,UMER 43(GLITZ),8.7,0,Medicine,73.95,87,0
23522,Eszopic 2mg Tab,UMER 43(GLITZ),15.89,0,Medicine,405,476.82,0
23523,Gaboz 100mg Cap,UMER 43(GLITZ),7.13,0,Medicine,60.61,71.3,0
23524,Galaxy 20mg Cap,UMER 43(GLITZ),6.5,0,Medicine,0,65,0
23525,Ginglitz Plus Cap,UMER 43(GLITZ),28.33,0,Medicine,722.5,850,0
23526,Glif K 50mg Tab,UMER 43(GLITZ),2.75,0,Medicine,46.75,55,0
23527,Glif K 75 Mgtab,UMER 43(GLITZ),4,0,Medicine,68,80,0
23528,Glixim 200mg Tab,UMER 43(GLITZ),24,0,Medicine,102,120,0
23529,Glixim 400mg Cap,UMER 43(GLITZ),60,0,Medicine,255,300,0
23530,Gradyn Plus Tab,UMER 43(GLITZ),24.75,0,Medicine,420.8,495.05,0
23531,Graset 100mg Tab,UMER 43(GLITZ),36.67,0,Medicine,900,1100,0
23532,Graset 50mg Tab,UMER 43(GLITZ),22.67,0,Medicine,578,680,0
23533,Limgit 100mg Tab (glitz),UMER 43(GLITZ),16.67,0,Medicine,425,500,0
23534,Limgit 50mg Tab (glitz),UMER 43(GLITZ),13.33,0,Medicine,340,400,0
23535,Mamgit 10mg Tab,UMER 43(GLITZ),30,0,Medicine,255,300,0
23536,Megit 15mg Tab,UMER 43(GLITZ),9.6,0,Medicine,81.6,96,0
23537,Megit 7.5 Tab,UMER 43(GLITZ),2.8,0,Medicine,47.6,56,0
23538,Nazepam 2mg Tab,UMER 43(GLITZ),5.56,0,Medicine,141.74,166.75,0
23539,Nitrofurantoin Tab,UMER 43(GLITZ),1.49,0,Medicine,126.65,149,0
23540,Pracit 37.5mg Tab,UMER 43(GLITZ),15,0,Medicine,255,300,0
23541,Pracit 50mg Tab,UMER 43(GLITZ),20,0,Medicine,340,400,0
23542,Pracit 75mg Tab,UMER 43(GLITZ),32.14,0,Medicine,382.5,450,0
23543,Prolam 0.25mg Tab,UMER 43(GLITZ),3.12,0,Medicine,79.65,93.71,0
23544,Prolam 0.5mg Tab,UMER 43(GLITZ),4.36,0,Medicine,111.18,130.8,0
23545,Raze 1mg Tab,UMER 43(GLITZ),6,0,Medicine,102,120,0
23546,Raze 2mg Tab,UMER 43(GLITZ),9.75,0,Medicine,165.75,195,0
23547,Raze 3mg Tab,UMER 43(GLITZ),15,0,Medicine,76.5,90,0
23548,Trnelex 2mg Tab,UMER 43(GLITZ),12.2,0,Medicine,103.7,122,0
23549,Trnelex 4mg Tab,UMER 43(GLITZ),20.7,0,Medicine,175.96,207,0
23550,Vitaliz Tab,UMER 43(GLITZ),11,0,Medicine,280.5,330,0
23551,Acecorn Forte Tab,UMER 44(GLOBAL),84.75,0,Medicine,1440.75,1695,0
23552,Amfax 37.5mg Tab,UMER 44(GLOBAL),15,0,Medicine,255,300,0
23553,Artinil K Sr 100mg,UMER 44(GLOBAL),9.74,0,Medicine,136,194.88,0
23554,Calciferol Inj,UMER 44(GLOBAL),110,0,Medicine,40,110,0
23555,Esopep 40mg Inj,UMER 44(GLOBAL),300,0,Medicine,177.65,300,0
23556,Esopep Cap 20mg,UMER 44(GLOBAL),9.93,0,Medicine,118.15,139,0
23557,Esopep Cap 40mg,UMER 44(GLOBAL),14.93,0,Medicine,177.65,209,0
23558,Amfax Xr 75mg Cap,UMER 45(GLOBAL),43.65,0,Medicine,519.38,611.03,0
23559,Calciferol Soft Cap,UMER 45(GLOBAL),180,0,Medicine,83,180,0
23560,Deroxat Cr 12.5mg Tab,UMER 45(GLOBAL),18,0,Medicine,459,540,0
23561,Deroxat Cr 25mg,UMER 45(GLOBAL),24.5,0,Medicine,624.75,735,0
23562,Levecetam 250mg Tab,UMER 45(GLOBAL),25,0,Medicine,212.5,250,0
23563,Levecetam 500mg Tab,UMER 45(GLOBAL),45.5,0,Medicine,386.75,455,0
23564,Nexito 10mg Tab,UMER 45(GLOBAL),21.77,0,Medicine,259,304.75,0
23565,Nexito 20mg Tab,UMER 45(GLOBAL),25,0,Medicine,297.5,350,0
23566,Nidopin 30mg Tab,UMER 45(GLOBAL),20,0,Medicine,509.5,600,0
23567,Optiven  Cap,UMER 45(GLOBAL),2600,0,Medicine,2340,2600,0
23568,Peridal Tab 1mg,UMER 45(GLOBAL),10,0,Medicine,153,180,0
23569,Peridal Tab 2mg,UMER 45(GLOBAL),22.22,0,Medicine,340,400,0
23570,Peridal Tab 3mg,UMER 45(GLOBAL),26.11,0,Medicine,399.5,470,0
23571,Peridal Tab 4mg,UMER 45(GLOBAL),33.33,0,Medicine,510,600,0
23572,Vexor 37.5mg Tab,UMER 45(GLOBAL),15.75,0,Medicine,267.68,314.92,0
23573,Vita Nue Tab,UMER 45(GLOBAL),33,0,Medicine,561,660,0
23574,Vorizol 5mg Tab,UMER 45(GLOBAL),13.5,0,Medicine,114.75,135,0
23575,Euvid 200mg Tab,UNEXO LABS LTD.,10,0,Medicine,22,100,0
23576,Furazolidone 100 Tab,UNEXO LABS LTD.,0.55,0,Medicine,55,275,0
23577,U Tran 50mg,UNEXO LABS LTD.,1.4,0,Medicine,15,28,0
23578,Orthogen Tab,UNIFEROZ,14,0,Medicine,238,280,0
23579,Clear  Shampoo 185ml,UNILIVER,470,0,Genral Store,420,470,0
23580,Dove Conditioner,UNILIVER,420,0,Genral Store,370,420,0
23581,Dove Shampoo (daily Shine) 180ml,UNILIVER,470,0,Genral Store,435,470,0
23582,Dove Shampoo (hair Fall)180ml,UNILIVER,355,0,Genral Store,330,355,0
23583,Dove Shampoo (healthy Ritual) 180ml,UNILIVER,450,0,Genral Store,400,450,0
23584,Dove Shampoo (intense Repair),UNILIVER,355,0,Genral Store,330,355,0
23585,Dove Shampoo (oxygen Moisture)180ml,UNILIVER,355,0,Genral Store,330,355,0
23586,Fair & Lovely 70gm Jar,UNILIVER,400,0,Genral Store,350,400,0
23587,Fair & Lovely F/wash Men,UNILIVER,220,0,Genral Store,200,220,0
23588,Fair & Lovely F/wash Women 50gm,UNILIVER,280,0,Genral Store,180,280,0
23589,Fair & Lovely Lotion 100ml,UNILIVER,180,0,Genral Store,160,180,0
23590,Fair & Lovely Lotion 200ml,UNILIVER,280,0,Genral Store,245,280,0
23591,Fair & Lovely Max (men) 25gm,UNILIVER,110,0,Genral Store,98,110,0
23592,Fair & Lovely Soap,UNILIVER,70,0,Genral Store,65,70,0
23593,Fair & Lovely Tube 25gm,UNILIVER,150,0,Genral Store,135,150,0
23594,Glaxose D 100gm,UNILIVER,90,0,Genral Store,82,90,0
23595,Glaxose D 400gm,UNILIVER,280,0,Genral Store,250,280,0
23596,Green Tea Sachet (tapal),UNILIVER,180,0,Genral Store,170,180,0
23597,Lifeboy Hand Sanitizer,UNILIVER,150,0,Genral Store,135,150,0
23598,Lifeboy Hand Wash 190ml,UNILIVER,340,0,Genral Store,310,340,0
23599,Lifebuoy 100ml Herbalshampoo,UNILIVER,150,0,Genral Store,125,150,0
23600,Lifebuoy Shampoo 175ml,UNILIVER,370,0,Genral Store,330,370,0
23601,Lifebuoy Shampoo 375ml,UNILIVER,620,0,Genral Store,560,620,0
23602,Loreal Conditioner,UNILIVER,430,0,Genral Store,395,430,0
23603,Loreal Shampoo,UNILIVER,409,0,Genral Store,375,409,0
23604,Lux Soap 140gm,UNILIVER,125,0,Genral Store,103,125,0
23605,Ponds Day Cream,UNILIVER,150,0,Genral Store,135,150,0
23606,Ponds Lotion 100ml (creamy),UNILIVER,350,0,Genral Store,305,350,0
23607,Ponds Lotion 200ml,UNILIVER,600,0,Genral Store,525,600,0
23608,Sunsilk Conditioner 180ml,UNILIVER,420,0,Genral Store,370,420,0
23609,Sunsilk Shampoo 185ml,UNILIVER,450,0,Genral Store,405,450,0
23610,Sunsilk Shampoo 380ml,UNILIVER,740,0,Genral Store,670,740,0
23611,Sunslik Shampoo 680ml,UNILIVER,880,0,Genral Store,810,880,0
23612,Tresemme 170ml (ks),UNILIVER,470,0,Genral Store,420,470,0
23613,Tresemme 170ml (pt),UNILIVER,340,0,Genral Store,305,340,0
23614,Tresemme 175ml Conditioner (ks),UNILIVER,360,0,Genral Store,340,360,0
23615,Tresemme 400ml,UNILIVER,850,0,Genral Store,700,850,0
23616,Calciol .025mg Cap,UNIMED PHARMACEUTICALS,9.83,0,Medicine,531,590,0
23617,Hi Co Soft Cap,UNIMED PHARMACEUTICALS,10,0,Medicine,180,200,0
23618,Jonsyp 120ml Syp,UNISON CHEMICAL  WORK,30,0,Medicine,25.5,30,0
23619,Thalac 120ml Syp,UNISON CHEMICAL  WORK,109,0,Medicine,92.65,109,0
23620,Unigesic Tab,UNISON CHEMICAL  WORK,1.25,0,Medicine,82,125,0
23621,Unirex D 120ml Syp,UNISON CHEMICAL WORK 1,55,0,Medicine,46.75,55,0
23622,Molfix 1 New Born (78's),UNITED BRAND (MOLFIX),1300,0,Genral Store,1225,1300,0
23623,Molfix 2 Mini (68's),UNITED BRAND (MOLFIX),1300,0,Genral Store,1225,1300,0
23624,Molfix 4 Large (54's),UNITED BRAND (MOLFIX),1300,0,Genral Store,1225,1300,0
23625,Molfix 5 Junior Half,UNITED BRAND (MOLFIX),1230,0,Genral Store,1150,1230,0
23626,Molfix 6 E/l (42's),UNITED BRAND (MOLFIX),1300,0,Genral Store,1240,1300,0
23627,Molpad Maxi Thick,UNITED BRAND (MOLFIX),320,0,Genral Store,270,320,0
23628,Molpad Ultra  Thin,UNITED BRAND (MOLFIX),320,0,Genral Store,270,320,0
23629,Atorin 20mg Tab,UNITED PHARMACY,22,0,Medicine,187,220,0
23630,B Cap 40mg Cap,UNITED PHARMACY,17.86,0,Medicine,212.5,250,0
23631,Chill 20mg Tab,UNITED PHARMACY,14.4,0,Medicine,122.4,144,0
23632,Etipram 10mg Tab,UNITED PHARMACY,16.43,0,Medicine,195.5,230,0
23633,Itrol 120ml Syp,UNITED PHARMACY,200,0,Medicine,170,200,0
23634,Lesbro 75mg,UNITED PHARMACY,14.5,0,Medicine,123.25,145,0
23635,Lizer Oral Drop,UNITED PHARMACY,300,0,Medicine,255,300,0
23636,Moon B Tab,UNITED PHARMACY,22.14,0,Medicine,263.5,310,0
23637,Nitrolingual Retard 2.5mg,UNITED PHARMACY,5.25,0,Medicine,178.5,210,0
23638,Rapro 20mg Tab,UNITED PHARMACY,25,0,Medicine,212.5,250,0
23639,Site Plus Cap,UNITED PHARMACY,60.5,0,Medicine,514.25,605,0
23640,Appi Max Syp,UNIVERSAL HEALTHCARE,240,0,Medicine,204,240,0
23641,Becip 250mg Tab,UNIVERSAL HEALTHCARE,26,0,Medicine,221,260,0
23642,Becip 500mg Tab,UNIVERSAL HEALTHCARE,36,0,Medicine,306,360,0
23643,Bismalt Syp,UNIVERSAL HEALTHCARE,229.47,0,Medicine,195.05,229.47,0
23644,Derox Sachet,UNIVERSAL HEALTHCARE,69,0,Medicine,586.5,690,0
23645,Esodel 40mg Cap,UNIVERSAL HEALTHCARE,24.29,0,Medicine,80,340,0
23646,Ezemox 400mg Tab,UNIVERSAL HEALTHCARE,130,0,Medicine,552.5,650,0
23647,Fazogab 100mg Cap,UNIVERSAL HEALTHCARE,36.87,0,Medicine,100,516.13,0
23648,Fazogab 50mg Cap,UNIVERSAL HEALTHCARE,31.18,0,Medicine,371.03,436.51,0
23649,Fazogab 75mg Cap,UNIVERSAL HEALTHCARE,33.36,0,Medicine,396.97,467.02,0
23650,Gatelen 15ml,UNIVERSAL HEALTHCARE,370,0,Medicine,70,370,0
23651,Kreny Sachet,UNIVERSAL HEALTHCARE,39.5,0,Medicine,335.75,395,0
23652,Leekuf Syp,UNIVERSAL HEALTHCARE,275,0,Medicine,80,275,0
23653,Levosrch 250mg Tab,UNIVERSAL HEALTHCARE,39,0,Medicine,331.5,390,0
23654,Levosrch 500mg Tab,UNIVERSAL HEALTHCARE,65,0,Medicine,170,650,0
23655,Maltagre Tab,UNIVERSAL HEALTHCARE,22.47,0,Medicine,382.05,449.47,0
23656,Multi Rox Syp,UNIVERSAL HEALTHCARE,249.47,0,Medicine,63.8,249.47,0
23657,Priden 50mg Tab.,UNIVERSAL HEALTHCARE,35.1,0,Medicine,100,351,0
23658,Rutex 100mg Syp,UNIVERSAL HEALTHCARE,285,0,Medicine,110,285,0
23659,Rutex 400mg Cap,UNIVERSAL HEALTHCARE,101.89,0,Medicine,210,509.47,0
23660,Spar 20mg Tab,UNIVERSAL HEALTHCARE,11.9,0,Medicine,110,238,0
23661,Stomocon Syp 120ml,UNIVERSAL HEALTHCARE,230,0,Medicine,70,230,0
23662,T Pram 10mg Tab,UNIVERSAL HEALTHCARE,28.36,0,Medicine,337.45,397,0
